,idx,energy,cnt_yellow_thr_105,variance_105,cnt_yellow_thr_120,variance_120
7983,10632,30,918,2657,100,493
7984,10639,30,739,1801,1,0
7985,10643,30,1052,3878,20,6
7986,10646,30,684,3520,0,0
7987,10648,30,1082,6379,45,34
7988,10651,30,1008,7718,44,461
7989,10656,30,783,5384,0,0
7990,10658,30,851,3547,2,0
7991,10663,30,1306,5851,29,9
7992,10664,30,878,3156,0,0
7993,10665,30,1276,13085,95,234
7994,10667,30,936,5534,40,7
7995,10668,30,1041,4035,72,165
7996,10670,30,798,6443,0,0
7997,10673,30,1095,3175,16,6
7998,10675,30,447,224,0,0
7999,10676,30,573,774,12,2
8000,10684,30,768,1304,16,138
8001,10693,30,734,1371,21,40
8002,10694,30,1106,3901,66,128
8003,10697,30,1033,3559,14,2
8004,10699,30,1108,4250,28,25
8005,10702,30,1149,8930,20,30
8006,10707,30,1090,2787,59,364
8007,10708,30,1113,6257,69,356
8008,10709,30,645,1811,0,0
8009,10710,30,824,1794,35,10
8010,10713,30,1058,4337,38,1691
8011,10715,30,589,711,0,0
8012,10720,30,635,825,5,1
8013,10721,30,988,1898,9,0
8014,10722,30,969,2116,130,374
8015,10724,30,1128,1314,44,17
8016,10726,30,827,2591,60,91
8017,10732,30,1000,2538,7,1
8018,10733,30,580,561,0,0
8019,10745,30,859,3009,9,38
8020,10749,30,1116,5567,27,8
8021,10751,30,1086,1445,130,373
8022,10754,30,688,1018,0,0
8023,10760,30,899,1193,0,0
8024,10768,30,751,1523,0,0
8025,10769,30,875,2986,18,3
8026,10770,30,691,1379,0,0
8027,10771,30,1138,5034,37,1169
8028,10776,30,930,2937,12,2
8029,10777,30,1021,1422,50,103
8030,10785,30,1075,6393,19,778
8031,10790,30,1014,2595,36,250
8032,10792,30,1011,7744,0,0
8033,10793,30,694,2855,0,0
8034,10794,30,865,1456,10,1
8035,10797,30,954,2749,111,659
8036,10798,30,1197,12202,58,4544
8037,10800,30,897,5366,0,0
8038,10801,30,506,485,0,0
8039,10803,30,589,725,10,1
8040,10810,30,953,1961,0,0
8041,10814,30,1010,6575,0,0
8042,10817,30,800,1653,35,9
8043,10826,30,720,1129,0,0
8044,10827,30,833,2177,19,11
8045,10829,30,835,2875,18,50
8046,10833,30,906,1156,198,503
8047,10834,30,811,3902,53,29
8048,10839,30,1069,5809,24,8
8049,10841,30,822,1117,107,104
8050,10845,30,879,2643,12,1
8051,10846,30,999,3192,78,1238
8052,10847,30,1190,5059,95,141
8053,10850,30,1038,1722,84,58
8054,10851,30,1025,2572,56,446
8055,10852,30,971,2818,123,132
8056,10853,30,994,2725,135,375
8057,10854,30,909,2569,7,0
8058,10855,30,983,4053,48,67
8059,10857,30,960,3353,76,129
8060,10858,30,942,6004,1,0
8061,10864,30,977,1569,56,132
8062,10866,30,1004,2067,35,15
8063,10872,30,969,1958,71,269
8064,10873,30,942,1715,0,0
8065,10878,30,1030,1505,136,459
8066,10879,30,988,2682,127,687
8067,10881,30,881,1832,51,30
8068,10886,30,1051,3615,174,999
8069,10890,30,1132,4880,16,1
8070,10891,30,673,554,0,0
8071,10892,30,860,2281,13,3
8072,10894,30,1068,2048,6,0
8073,10895,30,722,390,10,3
8074,10900,30,992,3600,54,234
8075,10903,30,1136,6576,8,0
8076,10907,30,681,1597,8,1
8077,10908,30,611,622,0,0
8078,10910,30,702,1913,18,7
8079,10913,30,1075,8229,32,836
8080,10915,30,694,685,27,14
8081,10916,30,981,2373,16,2
8082,10922,30,993,3130,43,7
8083,10924,30,644,853,10,1
8084,10927,30,1042,5121,0,0
8085,10928,30,706,1389,18,2
8086,10930,30,802,1420,34,96
8087,10931,30,980,2356,54,19
8088,10936,30,936,2644,92,81
8089,10942,30,1036,5991,104,196
8090,10946,30,1050,2116,91,801
8091,10947,30,670,1329,0,0
8092,10953,30,799,3173,14,3
8093,10954,30,611,615,16,3
8094,10960,30,910,1075,103,233
8095,10964,30,1060,4772,48,759
8096,10968,30,1050,1870,91,109
8097,10972,30,1064,8649,25,6
8098,10974,30,493,195,0,0
8099,10977,30,1201,4426,62,400
8100,10978,30,894,1416,129,195
8101,10984,30,1042,4013,136,3372
8102,10986,30,1068,6681,2,0
8103,10993,30,930,1615,135,238
8104,10995,30,918,2437,90,554
8105,10997,30,1053,6667,30,16
8106,11002,30,936,6030,34,6
8107,11004,30,791,863,24,15
8108,11005,30,460,339,0,0
8109,11010,30,966,1185,91,120
8110,11013,30,792,1329,121,195
8111,11014,30,1036,4606,119,1365
8112,11015,30,955,1274,94,404
8113,11017,30,973,6436,0,0
8114,11019,30,940,6776,1,0
8115,11021,30,1044,4582,7,0
8116,11022,30,835,3985,43,735
8117,11024,30,819,1687,65,61
8118,11025,30,953,4776,0,0
8119,11028,30,1128,9569,4,0
8120,11029,30,746,2230,0,0
8121,11036,30,1048,4121,122,530
8122,11040,30,994,4569,9,872
8123,11041,30,482,421,0,0
8124,11047,30,931,1263,91,402
8125,11051,30,1032,1501,154,313
8126,11055,30,814,1979,33,20
8127,11056,30,1124,1671,110,73
8128,11058,30,931,1263,150,378
8129,11059,30,1034,4504,65,45
8130,11065,30,879,3254,0,0
8131,11066,30,1051,3319,118,1253
8132,11067,30,756,3320,0,0
8133,11070,30,1185,6601,55,602
8134,11074,30,524,530,0,0
8135,11076,30,620,845,0,0
8136,11078,30,735,1379,49,61
8137,11082,30,793,1940,63,294
8138,11085,30,1240,3147,28,8
8139,11086,30,360,94,0,0
8140,11087,30,1086,3357,48,14
8141,11092,30,848,3812,4,0
8142,11093,30,845,2899,0,0
8143,11096,30,737,2955,0,0
8144,11100,30,934,7138,8,0
8145,11104,30,822,1985,0,0
8146,11105,30,997,2596,65,330
8147,11108,30,749,685,7,0
8148,11111,30,1027,5230,8,3
8149,11115,30,1103,8603,12,6
8150,11116,30,831,1054,60,102
8151,11118,30,885,5129,21,5
8152,11121,30,1009,2741,0,0
8153,11123,30,1081,8291,59,250
8154,11131,30,1144,1474,34,50
8155,11132,30,893,2030,33,8
8156,11133,30,1205,10245,55,66
8157,11134,30,1114,3328,54,140
8158,11140,30,835,3379,27,11
8159,11142,30,1284,11643,0,0
8160,11143,30,900,1076,63,70
8161,11148,30,1040,8374,48,41
8162,11149,30,1033,2364,94,916
8163,11150,30,1051,9863,62,78
8164,11152,30,731,2109,0,0
8165,11159,30,1015,4728,53,177
8166,11162,30,1157,2255,150,867
8167,11163,30,852,1663,2,0
8168,11164,30,484,357,0,0
8169,11168,30,779,5886,15,2
8170,11169,30,723,1763,0,0
8171,11170,30,897,4409,11,2
8172,11173,30,819,2064,37,18
8173,11175,30,470,229,0,0
8174,11177,30,833,4403,71,50
8175,11178,30,458,256,0,0
8176,11183,30,974,4447,20,4
8177,11186,30,819,1500,21,178
8178,11188,30,1145,5012,14,192
8179,11190,30,987,6326,9,0
8180,11193,30,818,1365,7,0
8181,11201,30,480,324,0,0
8182,11202,30,741,2428,0,0
8183,11205,30,850,3046,1,0
8184,11210,30,864,996,88,87
8185,11213,30,874,2066,77,136
8186,11214,30,922,2599,18,2
8187,11215,30,1052,2607,38,408
8188,11219,30,1070,4602,95,683
8189,11223,30,733,2269,0,0
8190,11228,30,1009,3822,76,296
8191,11231,30,1117,4212,63,642
8192,11232,30,1191,2006,42,72
8193,11235,30,963,5212,10,2
8194,11237,30,1100,7090,0,0
8195,11240,30,1030,7235,34,20
8196,11250,30,922,1713,60,44
8197,11252,30,916,1974,33,6
8198,11254,30,1169,11914,13,1
8199,11256,30,836,5593,0,0
8200,11263,30,568,300,0,0
8201,11265,30,790,1820,0,0
8202,11267,30,595,486,38,8
8203,11270,30,1151,2232,99,1067
8204,11271,30,956,5848,86,278
8205,11272,30,1167,1095,18,6
8206,11273,30,1284,7148,46,5437
8207,11274,30,1008,4384,34,2051
8208,11277,30,753,2377,16,2
8209,11282,30,1045,934,104,301
8210,11295,30,793,1333,51,30
8211,11301,30,994,1981,48,1338
8212,11305,30,727,1514,37,87
8213,11307,30,750,3074,0,0
8214,11309,30,950,1203,7,1
8215,11310,30,747,3338,13,2
8216,11314,30,1167,1620,57,346
8217,11315,30,878,2876,38,24
8218,11319,30,995,2139,45,354
8219,11320,30,940,3255,0,0
8220,11324,30,712,1053,30,7
8221,11328,30,493,1736,0,0
8222,11334,30,1068,9821,0,0
8223,11336,30,565,505,1,0
8224,11337,30,1118,7245,59,35
8225,11340,30,760,1501,76,137
8226,11343,30,1084,7121,7,3
8227,11345,30,851,1872,24,11
8228,11350,30,983,3624,75,758
8229,11351,30,599,682,5,0
8230,11354,30,1030,1924,111,206
8231,11355,30,935,3097,76,42
8232,11356,30,730,1870,32,52
8233,11360,30,1053,6840,52,117
8234,11361,30,986,4710,65,68
8235,11366,30,998,2194,4,0
8236,11372,30,655,603,1,0
8237,11374,30,1155,16278,12,2
8238,11377,30,846,3467,0,0
8239,11379,30,1051,5041,52,35
8240,11387,30,881,1233,58,20
8241,11389,30,1239,10563,97,165
8242,11392,30,775,2747,0,0
8243,11393,30,1148,9795,0,0
8244,11396,30,944,4956,59,32
8245,11398,30,927,2465,81,268
8246,11402,30,1228,9270,66,46
8247,11406,30,1046,3156,33,150
8248,11412,30,1162,5487,119,510
8249,11415,30,902,4488,18,36
8250,11418,30,822,2204,125,415
8251,11422,30,881,770,94,39
8252,11423,30,960,4279,42,10
8253,11424,30,823,1894,62,180
8254,11426,30,926,4849,8,2
8255,11428,30,1093,2522,27,64
8256,11433,30,1150,11902,7,0
8257,11435,30,581,376,0,0
8258,11444,30,1040,5717,123,346
8259,11445,30,1044,6954,38,67
8260,11449,30,708,890,27,6
8261,11450,30,974,4317,0,0
8262,11452,30,1037,4453,4,2
8263,11455,30,1012,6091,0,0
8264,11456,30,1027,4692,63,420
8265,11459,30,814,769,23,7
8266,11461,30,800,3982,18,2
8267,11464,30,870,1193,103,170
8268,11466,30,1051,5396,22,20
8269,11471,30,819,4522,0,0
8270,11472,30,848,1264,50,303
8271,11473,30,783,858,25,21
8272,11484,30,875,1984,67,29
8273,11485,30,968,4154,119,1414
8274,11497,30,902,1077,65,26
8275,11504,30,810,893,177,185
8276,11505,30,612,1059,15,5
8277,11513,30,1000,3362,0,0
8278,11516,30,1040,2970,0,0
8279,11518,30,870,875,103,182
8280,11521,30,1030,1562,172,373
8281,11527,30,775,2792,0,0
8282,11535,30,627,858,0,0
8283,11537,30,815,3413,25,18
8284,11538,30,1255,14404,32,29
8285,11542,30,701,1704,0,0
8286,11543,30,896,2406,90,161
8287,11544,30,918,3601,0,0
8288,11547,30,704,1405,28,106
8289,11549,30,862,2589,94,296
8290,11554,30,860,1680,1,0
8291,11557,30,590,713,5,0
8292,11562,30,727,1927,34,6
8293,11574,30,996,7349,79,167
8294,11575,30,776,3256,35,8
8295,11576,30,856,1642,111,224
8296,11584,30,733,991,6,0
8297,11585,30,994,3194,54,100
8298,11589,30,1214,10605,87,126
8299,11595,30,985,2677,26,6
8300,11600,30,966,5443,18,5
8301,11604,30,972,6127,13,3
8302,11605,30,819,2391,3,0
8303,11611,30,1158,6927,152,566
8304,11612,30,992,4250,111,313
8305,11613,30,1091,2632,3,0
8306,11619,30,868,2559,39,27
8307,11620,30,933,2970,84,274
8308,11627,30,886,2478,6,0
8309,11631,30,699,2220,0,0
8310,11632,30,926,4319,8,3
8311,11635,30,1073,2410,93,47
8312,11638,30,1036,2591,82,28
8313,11642,30,855,3434,4,0
8314,11652,30,706,1717,46,13
8315,11659,30,832,1316,96,156
8316,11664,30,1121,7315,58,799
8317,11665,30,1107,5669,38,7
8318,11666,30,915,1383,86,511
8319,11668,30,1146,6276,51,611
8320,11670,30,1155,5513,81,170
8321,11673,30,1109,4817,32,100
8322,11676,30,996,1790,14,4
8323,11677,30,789,804,128,245
8324,11679,30,1097,3477,87,398
8325,11684,30,985,6494,5,0
8326,11692,30,924,1305,129,148
8327,11698,30,768,2046,0,0
8328,11699,30,1065,1759,0,0
8329,11709,30,953,5846,0,0
8330,11711,30,806,2451,0,0
8331,11714,30,1181,10719,14,3
8332,11720,30,568,561,0,0
8333,11724,30,755,1387,0,0
8334,11728,30,1027,10412,1,0
8335,11731,30,860,2603,25,12
8336,11739,30,1189,3393,96,136
8337,11740,30,1076,3472,17,2
8338,11743,30,721,2465,0,0
8339,11745,30,929,1325,104,430
8340,11746,30,983,1319,44,28
8341,11747,30,913,2822,54,752
8342,11749,30,1205,1895,17,31
8343,11750,30,650,619,0,0
8344,11753,30,760,1244,85,76
8345,11755,30,1006,6283,63,44
8346,11756,30,1060,4361,0,0
8347,11757,30,735,2163,0,0
8348,11758,30,965,3901,32,9
8349,11759,30,836,3397,61,50
8350,11763,30,412,219,0,0
8351,11768,30,987,1719,100,79
8352,11769,30,974,4952,44,31
8353,11771,30,707,3329,0,0
8354,11782,30,758,1553,106,192
8355,11792,30,778,1296,2,0
8356,11794,30,1170,5551,9,3498
8357,11796,30,1046,5547,44,17
8358,11801,30,747,1354,0,0
8359,11802,30,1090,3331,40,1052
8360,11806,30,1034,4385,65,157
8361,11809,30,1226,9302,0,0
8362,11815,30,992,4969,15,3
8363,11823,30,1054,3266,74,176
8364,11824,30,692,679,6,0
8365,11827,30,1024,3190,30,12
8366,11832,30,1110,7953,39,8
8367,11833,30,800,1204,81,128
8368,11837,30,913,2572,56,420
8369,11838,30,967,6599,44,12
8370,11839,30,1029,2444,127,171
8371,11844,30,988,1999,213,971
8372,11853,30,1041,3094,74,54
8373,11855,30,1053,6655,1,0
8374,11856,30,962,1084,31,219
8375,11859,30,890,2137,51,79
8376,11866,30,996,7467,70,78
8377,11868,30,1151,1768,66,74
8378,11878,30,1022,1946,59,130
8379,11881,30,955,1824,79,54
8380,11883,30,949,3393,26,105
8381,11884,30,881,4451,0,0
8382,11885,30,1169,7791,40,11
8383,11886,30,925,1911,137,616
8384,11887,30,682,1342,0,0
8385,11891,30,1013,10315,74,662
8386,11893,30,536,869,2,0
8387,11897,30,1106,3747,13,2
8388,11901,30,946,1796,135,625
8389,11907,30,758,1147,46,127
8390,11908,30,888,4585,0,0
8391,11909,30,881,1232,28,16
8392,11910,30,995,5879,76,56
8393,11911,30,1093,4980,79,234
8394,11913,30,691,806,0,0
8395,11915,30,687,866,5,0
8396,11919,30,906,3370,3,0
8397,11921,30,1052,2132,34,587
8398,11922,30,1097,3016,28,270
8399,11931,30,797,1449,0,0
8400,11932,30,497,337,0,0
8401,11933,30,917,5291,4,178
8402,11937,30,903,1937,78,1128
8403,11946,30,943,8353,0,0
8404,11947,30,775,3624,0,0
8405,11949,30,1051,3101,118,1051
8406,11950,30,874,1154,26,11
8407,11951,30,1042,5276,46,4036
8408,11953,30,1002,5021,3,0
8409,11954,30,851,1675,79,35
8410,11956,30,944,5705,23,47
8411,11962,30,961,4056,23,2
8412,11963,30,881,1687,28,758
8413,11967,30,1020,4582,96,380
8414,11973,30,810,1974,81,147
8415,11974,30,1177,1386,86,446
8416,11975,30,714,1647,35,148
8417,11976,30,967,2337,0,0
8418,11977,30,722,1432,82,110
8419,11981,30,1181,6454,78,2860
8420,11984,30,1180,4804,49,507
8421,11986,30,871,5129,0,0
8422,11991,30,918,4094,33,12
8423,11996,30,913,6248,0,0
8424,11997,30,778,1205,25,14
8425,11998,30,949,2732,95,756
8426,11999,30,978,3575,67,117
8427,12001,30,1061,3792,125,1386
8428,12005,30,854,1822,77,125
8429,12008,30,898,2130,17,4
8430,12010,30,939,3289,60,142
8431,12023,30,768,1727,42,25
8432,12025,30,862,1534,51,65
8433,12027,30,800,3812,25,5
8434,12028,30,603,666,0,0
8435,12029,30,631,847,15,1
8436,12036,30,614,1062,20,2
8437,12040,30,758,2619,0,0
8438,12043,30,1006,960,79,82
8439,12044,30,1098,8009,15,3
8440,12047,30,1027,5940,40,124
8441,12048,30,699,3715,8,0
8442,12050,30,1149,6593,0,0
8443,12051,30,933,2930,21,3
8444,12052,30,1061,8130,26,73
8445,12056,30,843,2824,5,0
8446,12061,30,838,2320,16,5
8447,12062,30,1064,4799,39,127
8448,12064,30,1167,2302,34,15
8449,12069,30,635,717,0,0
8450,12072,30,1004,7058,0,0
8451,12074,30,855,2226,97,374
8452,12075,30,823,1735,0,0
8453,12078,30,590,393,3,0
8454,12079,30,1093,6189,47,32
8455,12080,30,1207,9147,49,68
8456,12083,30,1059,3059,51,42
8457,12087,30,758,1624,45,47
8458,12090,30,903,4665,25,6
8459,12091,30,799,707,113,62
8460,12092,30,844,1083,115,42
8461,12095,30,950,4334,25,17
8462,12103,30,1053,6341,55,1216
8463,12109,30,954,2537,71,95
8464,12112,30,497,340,0,0
8465,12115,30,832,2299,0,0
8466,12117,30,850,5483,34,13
8467,12118,30,748,875,31,9
8468,12119,30,625,2149,0,0
8469,12122,30,1209,7783,47,82
8470,12124,30,873,3498,2,0
8471,12133,30,1027,3104,40,7
8472,12135,30,882,1067,107,238
8473,12136,30,751,1186,0,0
8474,12137,30,994,8403,2,0
8475,12139,30,892,5513,2,0
8476,12140,30,852,3065,25,6
8477,12147,30,965,3904,52,29
8478,12148,30,905,3058,26,10
8479,12151,30,1002,3511,98,252
8480,12152,30,764,1955,0,0
8481,12156,30,1310,9465,42,1054
8482,12159,30,747,999,0,0
8483,12166,30,930,6547,0,0
8484,12171,30,890,2031,106,987
8485,12172,30,838,4312,66,57
8486,12176,30,587,628,0,0
8487,12185,30,1141,5969,97,325
8488,12186,30,1060,6720,17,2
8489,12189,30,819,2810,5,0
8490,12190,30,908,1750,40,300
8491,12197,30,886,3908,0,0
8492,12201,30,777,1552,22,41
8493,12202,30,832,3650,0,0
8494,12203,30,810,3387,5,0
8495,12207,30,848,1744,37,14
8496,12209,30,1014,1285,91,310
8497,12217,30,931,2211,35,53
8498,12222,30,921,1332,72,51
8499,12223,30,510,749,0,0
8500,12224,30,796,2107,0,0
8501,12228,30,1043,10503,0,0
8502,12234,30,906,6004,64,92
8503,12236,30,1064,3663,51,36
8504,12239,30,905,2901,31,499
8505,12241,30,875,2088,97,366
8506,12243,30,1185,2448,37,421
8507,12247,30,904,1235,67,438
8508,12252,30,910,4235,0,0
8509,12253,30,1011,4178,0,0
8510,12254,30,841,11208,45,21
8511,12255,30,836,4069,4,0
8512,12257,30,774,798,107,261
8513,12262,30,772,1122,2,0
8514,12266,30,1083,3259,28,5
8515,12269,30,1049,3959,75,1983
8516,12270,30,739,1411,27,15
8517,12271,30,1029,2556,17,12
8518,12273,30,908,4074,20,1144
8519,12274,30,976,5731,32,6
8520,12277,30,916,2857,0,0
8521,12280,30,944,3595,0,0
8522,12281,30,1023,1560,110,156
8523,12283,30,739,1120,45,82
8524,12285,30,537,224,0,0
8525,12288,30,961,2254,48,1661
8526,12293,30,731,2081,0,0
8527,12294,30,1067,7365,67,94
8528,12301,30,1168,3170,62,102
8529,12305,30,561,864,0,0
8530,12306,30,655,758,0,0
8531,12312,30,953,8317,0,0
8532,12313,30,902,2631,77,44
8533,12316,30,551,2769,7,0
8534,12320,30,1135,5795,102,256
8535,12322,30,1082,5055,0,0
8536,12324,30,859,2377,27,11
8537,12333,30,960,5745,10,2
8538,12343,30,816,2273,47,12
8539,12347,30,1205,1765,0,0
8540,12349,30,571,657,26,9
8541,12353,30,874,1657,104,84
8542,12354,30,1123,2600,6,0
8543,12360,30,1006,1576,85,61
8544,12361,30,1178,1485,143,654
8545,12363,30,1374,15775,33,15
8546,12365,30,877,2581,31,533
8547,12369,30,1040,2935,184,711
8548,12373,30,980,4306,26,575
8549,12378,30,797,1601,98,154
8550,12381,30,724,1867,0,0
8551,12385,30,1014,4800,60,39
8552,12390,30,733,1223,0,0
8553,12391,30,921,3659,0,0
8554,12395,30,1087,10194,0,0
8555,12397,30,875,1693,70,482
8556,12398,30,1205,8776,44,56
8557,12403,30,1037,2637,29,1480
8558,12405,30,509,241,0,0
8559,12410,30,988,3272,107,775
8560,12421,30,1028,3072,51,297
8561,12426,30,887,2467,126,174
8562,12427,30,463,1044,0,0
8563,12428,30,1093,9155,74,62
8564,12429,30,946,1151,1,0
8565,12435,30,1013,4176,76,192
8566,12442,30,424,144,0,0
8567,12443,30,864,3250,80,50
8568,12447,30,1094,4926,0,0
8569,12455,30,842,2199,3,0
8570,12457,30,473,355,0,0
8571,12458,30,1029,3073,11,52
8572,12463,30,975,2925,10,1
8573,12469,30,929,3128,52,520
8574,12471,30,1060,5323,49,156
8575,12474,30,964,1506,89,193
8576,12475,30,1071,2606,114,167
8577,12476,30,973,5148,70,73
8578,12489,30,890,3570,54,20
8579,12495,30,946,3213,29,205
8580,12496,30,715,532,138,163
8581,12499,30,939,2538,10,0
8582,12501,30,1085,6369,15,103
8583,12503,30,935,3006,79,138
8584,12504,30,804,1504,73,52
8585,12506,30,936,2858,106,378
8586,12511,30,879,2367,35,7
8587,12512,30,998,6791,136,520
8588,12515,30,782,996,11,1
8589,12519,30,1117,5193,56,245
8590,12521,30,913,5590,16,3
8591,12523,30,954,2752,13,22
8592,12530,30,762,1243,50,15
8593,12531,30,1053,7137,11,2
8594,12532,30,621,356,1,0
8595,12535,30,739,1050,0,0
8596,12538,30,906,8018,0,0
8597,12540,30,1146,3547,45,379
8598,12543,30,809,1316,25,59
8599,12545,30,957,4178,15,2
8600,12557,30,1089,3394,77,485
8601,12558,30,1085,6534,1,0
8602,12562,30,1012,2449,64,438
8603,12564,30,1028,2657,152,490
8604,12565,30,1108,2806,150,555
8605,12566,30,951,1966,140,668
8606,12568,30,1104,5916,60,57
8607,12569,30,725,1845,32,8
8608,12571,30,666,862,0,0
8609,12572,30,685,1906,0,0
8610,12580,30,777,1519,37,47
8611,12585,30,495,623,0,0
8612,12590,30,1117,3208,26,6
8613,12591,30,1292,9271,30,33
8614,12592,30,1007,5434,3,0
8615,12593,30,1144,10642,0,0
8616,12599,30,1036,4999,33,293
8617,12602,30,1122,2737,126,1183
8618,12608,30,707,661,8,3
8619,12610,30,1041,5007,26,10
8620,12611,30,766,431,80,146
8621,12612,30,394,205,0,0
8622,12614,30,1260,8689,1,0
8623,12616,30,1107,6877,66,201
8624,12619,30,788,1831,0,0
8625,12621,30,1150,6035,38,63
8626,12622,30,862,1352,89,36
8627,12623,30,970,3861,32,1652
8628,12637,30,1001,2145,11,1
8629,12646,30,1243,13314,26,5
8630,12651,30,1142,5891,17,2
8631,12660,30,829,8509,0,0
8632,12661,30,976,4795,6,1
8633,12664,30,1081,3605,15,5
8634,12671,30,872,989,101,336
8635,12676,30,938,5566,0,0
8636,12683,30,873,2719,1,0
8637,12688,30,788,3463,0,0
8638,12690,30,886,7440,0,0
8639,12691,30,723,1014,21,8
8640,12694,30,1038,5769,17,1170
8641,12701,30,1042,6244,24,4
8642,12702,30,843,1618,36,14
8643,12703,30,879,2503,64,583
8644,12704,30,739,4892,0,0
8645,12707,30,783,1329,37,9
8646,12715,30,1014,4892,11,23
8647,12717,30,1179,2568,76,108
8648,12718,30,701,5183,0,0
8649,12724,30,854,1174,165,559
8650,12725,30,1061,5540,80,35
8651,12729,30,956,1491,68,234
8652,12737,30,973,4524,0,0
8653,12738,30,792,3263,0,0
8654,12741,30,1026,821,63,389
8655,12744,30,1202,8203,39,37
8656,12745,30,838,1323,36,104
8657,12748,30,995,3561,53,625
8658,12751,30,1128,10377,11,2
8659,12752,30,1000,5802,0,0
8660,12753,30,860,2476,94,140
8661,12755,30,915,2125,41,104
8662,12756,30,848,2755,43,13
8663,12760,30,967,4220,3,0
8664,12762,30,816,2857,0,0
8665,12763,30,736,1681,0,0
8666,12764,30,1025,2597,0,0
8667,12765,30,1007,7819,0,0
8668,12768,30,1025,2060,74,529
8669,12771,30,1006,1686,108,343
8670,12772,30,1015,2587,89,364
8671,12774,30,1106,1816,93,68
8672,12776,30,1006,5229,42,42
8673,12778,30,926,4576,1,0
8674,12781,30,1254,13502,20,3
8675,12787,30,621,2905,0,0
8676,12788,30,1028,2197,82,771
8677,12795,30,1160,4985,69,3500
8678,12799,30,1093,5768,14,2
8679,12802,30,1064,7844,81,98
8680,12804,30,715,2232,58,24
8681,12805,30,714,1293,2,0
8682,12810,30,1363,9790,20,6
8683,12816,30,1040,3967,64,151
8684,12818,30,849,2836,15,4
8685,12819,30,821,2169,5,1
8686,12821,30,958,4089,67,256
8687,12822,30,1031,4235,28,18
8688,12823,30,1146,6476,0,0
8689,12826,30,1031,1598,208,330
8690,12830,30,771,1808,52,192
8691,12831,30,918,2855,81,266
8692,12836,30,588,379,10,2
8693,12837,30,1025,3042,111,702
8694,12838,30,906,6011,23,8
8695,12840,30,1001,3381,94,76
8696,12842,30,1045,9177,6,0
8697,12852,30,752,1076,41,21
8698,12855,30,874,2134,60,91
8699,12858,30,1020,8493,61,15
8700,12859,30,895,929,50,35
8701,12862,30,880,2081,85,76
8702,12863,30,746,1032,78,65
8703,12867,30,544,449,0,0
8704,12868,30,957,2497,72,117
8705,12869,30,937,2367,48,37
8706,12878,30,682,4773,0,0
8707,12880,30,1046,3148,84,183
8708,12883,30,607,1051,0,0
8709,12884,30,874,4726,0,0
8710,12886,30,963,5709,5,1
8711,12888,30,1183,3789,54,272
8712,12891,30,1053,4204,36,746
8713,12892,30,994,1719,57,17
8714,12896,30,1099,1610,215,820
8715,12901,30,766,937,60,195
8716,12906,30,921,7389,3,0
8717,12907,30,412,199,0,0
8718,12909,30,874,550,165,165
8719,12910,30,1000,5451,47,25
8720,12913,30,844,1522,104,154
8721,12921,30,842,2324,40,34
8722,12924,30,1002,1528,62,130
8723,12925,30,951,6750,0,0
8724,12928,30,819,1178,62,68
8725,12929,30,819,1889,40,11
8726,12933,30,942,2753,104,167
8727,12934,30,1241,8408,17,588
8728,12945,30,1142,2090,69,634
8729,12950,30,981,4370,0,0
8730,12951,30,780,1571,1,0
8731,12953,30,837,6481,4,0
8732,12954,30,946,4490,31,44
8733,12961,30,882,1302,87,165
8734,12967,30,768,1583,33,6
8735,12968,30,678,1247,2,0
8736,12976,30,830,1614,36,9
8737,12980,30,959,5344,59,22
8738,12987,30,864,4516,26,4
8739,12994,30,930,3115,73,1159
8740,12999,30,1048,3703,86,1599
8741,13003,30,1001,3104,43,78
8742,13008,30,1057,3017,37,18
8743,13009,30,1061,7016,10,2
8744,13010,30,850,1360,148,421
8745,13013,30,1027,4189,23,7
8746,13017,30,797,1873,0,0
8747,13020,30,910,2716,35,9
8748,13023,30,560,416,2,0
8749,13024,30,1042,3356,73,1599
8750,13027,30,1007,3152,84,102
8751,13032,30,1027,11266,0,0
8752,13034,30,1072,1565,24,251
8753,13037,30,666,2578,7,0
8754,13039,30,1136,3462,67,210
8755,13040,30,743,1379,13,6
8756,13043,30,891,3543,0,0
8757,13046,30,847,1513,105,175
8758,13057,30,735,1139,21,3
8759,13059,30,843,801,35,33
8760,13063,30,665,1421,0,0
8761,13067,30,974,11269,0,0
8762,13071,30,941,4703,1,0
8763,13075,30,723,1450,0,0
8764,13083,30,844,1342,37,23
8765,13085,30,768,885,18,14
8766,13090,30,652,701,0,0
8767,13091,30,903,3329,77,134
8768,13093,30,677,772,60,41
8769,13098,30,609,661,0,0
8770,13102,30,800,1480,40,28
8771,13104,30,1180,3823,62,699
8772,13105,30,961,6075,31,8
8773,13108,30,796,2165,0,0
8774,13110,30,935,2867,8,133
8775,13111,30,743,2083,0,0
8776,13112,30,1010,4020,15,20
8777,13116,30,892,2818,24,331
8778,13125,30,961,3312,137,1741
8779,13128,30,902,1904,71,192
8780,13132,30,592,934,29,10
8781,13134,30,916,7767,0,0
8782,13137,30,989,6772,2,0
8783,13140,30,665,619,0,0
8784,13142,30,818,1193,79,54
8785,13145,30,1108,3791,96,182
8786,13146,30,1007,3209,50,636
8787,13147,30,875,2882,14,2
8788,13150,30,1171,7857,31,85
8789,13156,30,721,729,0,0
8790,13157,30,662,595,3,0
